測站名稱,測站ID,縣市,鄉鎮,高度(m),緯度(WGS84),經度(WGS84),觀測時間,天氣狀況,氣溫(℃),相對濕度(%),氣壓(hPa),降雨量(mm),風速(m/s),風向(度),今日最高溫(℃),最高溫時間,今日最低溫(℃),最低溫時間
麥寮,A0K420,雲林縣,麥寮鄉,22.0,23.798783,120.217717,2026-07-02T10:00:00+08:00,晴,29.9,80,1008.7,0.0,1.7,360.0,32.5,2026-07-02T08:05:00+08:00,28.0,2026-07-02T05:28:00+08:00
吉貝,A0W080,澎湖縣,白沙鄉,3.0,23.740011,119.604189,2026-07-02T10:00:00+08:00,多雲,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
合歡山,A0Z080,花蓮縣,秀林鄉,3171.0,24.143186,121.284231,2026-07-02T10:00:00+08:00,晴,19.5,51,704.1,0.0,2.5,80.0,20.7,2026-07-02T08:29:00+08:00,7.1,2026-07-02T04:06:00+08:00
農工中心,A2C560,桃園市,中壢區,121.0,24.985917,121.239833,2026-07-02T10:00:00+08:00,晴,30.2,74,999.2,0.0,0.5,340.0,31.0,2026-07-02T10:14:00+08:00,26.6,2026-07-02T02:25:00+08:00
水試臺西試驗場,A2K360,雲林縣,臺西鄉,1.0,23.717231,120.190522,2026-07-02T10:00:00+08:00,晴,-99,-99,1011.6,0.0,2.2,320.0,-99,-99,-99,-99
古坑(花卉中心),A2K570,雲林縣,古坑鄉,90.0,23.633530,120.552390,2026-07-02T10:00:00+08:00,多雲,32.0,73,1001.3,0.0,1.2,260.0,33.3,2026-07-02T10:53:00+08:00,25.6,2026-07-02T02:56:00+08:00
雲林臺大,A2K630,雲林縣,虎尾鎮,45.0,23.730628,120.423903,2026-07-02T10:00:00+08:00,晴,31.8,69,1008.4,0.0,1.5,270.0,33.5,2026-07-02T10:39:00+08:00,26.5,2026-07-02T02:53:00+08:00
蘭花園區,A2N290,臺南市,後壁區,23.0,23.340258,120.379661,2026-07-02T10:00:00+08:00,多雲,30.9,79,1008.9,0.0,1.2,260.0,33.2,2026-07-02T10:39:00+08:00,25.8,2026-07-02T04:22:00+08:00
畜試北區分所,B2E890,苗栗縣,西湖鄉,90.0,24.527806,120.770972,2026-07-02T10:00:00+08:00,陰,29.5,84,1003.0,0.0,2.1,330.0,31.8,2026-07-02T10:50:00+08:00,25.3,2026-07-02T02:13:00+08:00
畜試所,B2N890,臺南市,新化區,31.0,23.058972,120.336406,2026-07-02T10:00:00+08:00,晴,30.9,75,1007.9,0.0,1.3,280.0,32.8,2026-07-02T09:48:00+08:00,25.1,2026-07-02T05:17:00+08:00
畜試南區分所,B2Q810,屏東縣,恆春鎮,20.0,21.945583,120.802167,2026-07-02T10:00:00+08:00,多雲,29.1,84,1010.6,7.0,3.9,140.0,30.9,2026-07-02T09:30:00+08:00,25.1,2026-07-02T04:50:00+08:00
畜試東區分所,B2U990,宜蘭縣,五結鄉,10.0,24.669039,121.832561,2026-07-02T10:00:00+08:00,晴,30.8,75,1010.6,0.0,2.3,60.0,32.6,2026-07-02T10:39:00+08:00,25.3,2026-07-02T04:07:00+08:00
梧棲,C0FA30,臺中市,梧棲區,31.7,24.256003,120.523381,2026-07-02T10:00:00+08:00,晴,29.4,86,1007.5,0.0,3.4,330.0,29.9,2026-07-02T10:22:00+08:00,27.9,2026-07-02T04:24:00+08:00
四堵,C2A540,新北市,坪林區,401.0,24.892600,121.745736,2026-07-02T10:00:00+08:00,晴,32.3,64,967.8,0.0,0.4,260.0,33.5,2026-07-02T10:19:00+08:00,21.5,2026-07-02T05:21:00+08:00
福山,C2A560,新北市,烏來區,405.0,24.776203,121.502811,2026-07-02T10:00:00+08:00,晴,32.9,60,965.8,0.0,0.6,300.0,33.9,2026-07-02T10:28:00+08:00,21.3,2026-07-02T04:57:00+08:00
火燒寮,C2A650,新北市,平溪區,287.0,25.002719,121.742892,2026-07-02T10:00:00+08:00,晴,31.8,70,980.8,0.0,0.9,30.0,32.4,2026-07-02T10:46:00+08:00,21.3,2026-07-02T05:03:00+08:00
瑞芳,C2A660,新北市,瑞芳區,97.0,25.113169,121.801147,2026-07-02T10:00:00+08:00,晴,31.4,75,1000.5,0.0,0.9,20.0,32.3,2026-07-02T10:50:00+08:00,24.1,2026-07-02T04:57:00+08:00
福隆,C2A880,新北市,貢寮區,6.0,25.017842,121.942083,2026-07-02T10:00:00+08:00,多雲,32.3,69,1009.3,0.0,1.7,130.0,33.0,2026-07-02T10:09:00+08:00,24.9,2026-07-02T04:17:00+08:00
富貴角,C2A920,新北市,石門區,196.0,25.263783,121.565258,2026-07-02T10:00:00+08:00,晴,29.6,76,989.6,0.0,2.2,300.0,30.8,2026-07-02T10:45:00+08:00,25.3,2026-07-02T05:22:00+08:00
中八仙,C2AA10,臺北市,北投區,16.0,25.115760,121.491990,2026-07-02T10:00:00+08:00,晴,31.5,77,1011.3,0.0,2.8,330.0,32.0,2026-07-02T10:44:00+08:00,24.1,2026-07-02T04:57:00+08:00
信賢,C2AK30,新北市,烏來區,356.0,24.841080,121.534920,2026-07-02T10:00:00+08:00,晴,30.3,69,973.3,0.0,2.5,80.0,31.3,2026-07-02T10:49:00+08:00,22.4,2026-07-02T05:20:00+08:00
漁光,C2AK40,新北市,坪林區,723.0,24.968750,121.721320,2026-07-02T10:00:00+08:00,晴,28.8,76,933.6,0.0,1.8,260.0,30.2,2026-07-02T07:19:00+08:00,23.7,2026-07-02T01:21:00+08:00
中央大學,C2C410,桃園市,中壢區,129.0,24.967652,121.185165,2026-07-02T10:00:00+08:00,晴,30.2,76,997.2,0.0,1.3,300.0,31.2,2026-07-02T10:53:00+08:00,26.0,2026-07-02T05:31:00+08:00
桃園,C2C480,桃園市,桃園區,105.0,24.992425,121.323172,2026-07-02T10:00:00+08:00,晴,32.2,67,1000.7,0.0,1.0,320.0,35.0,2026-07-02T10:49:00+08:00,27.3,2026-07-02T05:35:00+08:00
觀音,C2C590,桃園市,觀音區,72.0,25.027072,121.153317,2026-07-02T10:00:00+08:00,晴,30.9,78,1003.6,0.0,1.7,330.0,32.4,2026-07-02T10:42:00+08:00,25.1,2026-07-02T05:11:00+08:00
八德蔬果,C2C810,桃園市,八德區,123.0,24.978580,121.281870,2026-07-02T10:00:00+08:00,晴,31.6,73,999.8,0.0,1.1,320.0,32.9,2026-07-02T10:34:00+08:00,26.4,2026-07-02T01:23:00+08:00
中德,C2C830,桃園市,桃園區,117.0,24.981862,121.291344,2026-07-02T10:00:00+08:00,晴,30.6,74,999.4,0.0,2.7,320.0,32.1,2026-07-02T10:28:00+08:00,26.9,2026-07-02T03:35:00+08:00
峨眉,C2D430,新竹縣,峨眉鄉,87.0,24.690500,121.017189,2026-07-02T10:00:00+08:00,多雲,30.5,79,1001.4,0.0,0.3,150.0,30.8,2026-07-02T10:53:00+08:00,24.1,2026-07-02T04:38:00+08:00
打鐵坑,C2D480,新竹縣,新埔鎮,223.0,24.849664,121.150789,2026-07-02T10:00:00+08:00,多雲,29.9,75,986.6,0.0,0.8,150.0,30.4,2026-07-02T09:54:00+08:00,24.3,2026-07-02T04:19:00+08:00
關西工作站,C2D720,新竹縣,關西鎮,164.0,24.757275,121.184792,2026-07-02T10:00:00+08:00,多雲,30.8,69,992.7,0.0,0.4,260.0,33.1,2026-07-02T10:41:00+08:00,22.6,2026-07-02T04:49:00+08:00
寶山農場,C2D730,新竹縣,寶山鄉,78.0,24.732444,120.976153,2026-07-02T10:00:00+08:00,多雲,31.7,74,1002.4,0.0,0.5,170.0,31.8,2026-07-02T10:17:00+08:00,24.7,2026-07-02T05:11:00+08:00
巨埔,C2D770,新竹縣,新埔鎮,101.0,24.844350,121.114420,2026-07-02T10:00:00+08:00,多雲,31.2,74,1000.7,0.0,1.7,300.0,32.1,2026-07-02T10:42:00+08:00,24.6,2026-07-02T05:06:00+08:00
石鹿,C2D790,新竹縣,五峰鄉,1785.0,24.565510,121.158410,2026-07-02T10:00:00+08:00,晴,23.4,81,828.7,0.0,1.4,140.0,24.2,2026-07-02T09:40:00+08:00,18.8,2026-07-02T00:19:00+08:00
竹南,C2E420,苗栗縣,竹南鎮,19.0,24.708980,120.888970,2026-07-02T10:00:00+08:00,多雲,30.1,77,1008.1,0.0,1.7,20.0,30.8,2026-07-02T10:37:00+08:00,26.2,2026-07-02T05:20:00+08:00
南庄,C2E430,苗栗縣,南庄鄉,258.0,24.601775,121.000214,2026-07-02T10:00:00+08:00,多雲,27.8,89,986.9,0.0,0.6,20.0,30.0,2026-07-02T10:49:00+08:00,22.6,2026-07-02T05:08:00+08:00
大湖,C2E520,苗栗縣,大湖鄉,320.0,24.414939,120.870872,2026-07-02T10:00:00+08:00,多雲,30.3,74,977.0,0.0,0.3,270.0,31.1,2026-07-02T09:29:00+08:00,22.6,2026-07-02T04:23:00+08:00
龍溪,C2E540,苗栗縣,後龍鎮,32.0,24.606489,120.783933,2026-07-02T10:00:00+08:00,陰,29.2,85,1009.0,0.0,0.6,330.0,31.5,2026-07-02T10:40:00+08:00,24.8,2026-07-02T05:09:00+08:00
三義,C2E880,苗栗縣,三義鄉,507.0,24.405478,120.749819,2026-07-02T10:00:00+08:00,多雲,27.2,92,955.4,0.0,1.0,260.0,27.6,2026-07-02T09:46:00+08:00,23.6,2026-07-02T00:21:00+08:00
八甲,C2E970,苗栗縣,苗栗市,175.0,24.535811,120.795983,2026-07-02T10:00:00+08:00,多雲,28.9,85,992.5,0.0,1.2,340.0,31.0,2026-07-02T10:37:00+08:00,25.3,2026-07-02T02:20:00+08:00
和興,C2E980,苗栗縣,獅潭鄉,640.0,24.505319,120.923016,2026-07-02T10:00:00+08:00,多雲,28.6,80,941.3,0.0,1.1,350.0,29.6,2026-07-02T09:44:00+08:00,22.8,2026-07-02T05:12:00+08:00
新坪頂,C2E990,苗栗縣,卓蘭鎮,549.0,24.302010,120.857400,2026-07-02T10:00:00+08:00,晴,29.5,78,950.8,0.0,1.1,210.0,29.7,2026-07-02T10:05:00+08:00,22.8,2026-07-02T05:20:00+08:00
拉庫斯,C2EA10,苗栗縣,南庄鄉,1187.0,24.536370,121.021370,2026-07-02T10:00:00+08:00,晴,23.6,92,886.3,0.0,1.8,200.0,24.8,2026-07-02T08:40:00+08:00,20.7,2026-07-02T04:48:00+08:00
大肚,C2F000,臺中市,大肚區,273.0,24.152950,120.572117,2026-07-02T10:00:00+08:00,晴,29.6,79,980.3,0.0,0.4,270.0,30.2,2026-07-02T10:53:00+08:00,26.0,2026-07-02T02:29:00+08:00
梨山,C2F860,臺中市,和平區,2215.0,24.247522,121.243669,2026-07-02T10:00:00+08:00,晴,23.5,56,785.2,0.0,0.9,260.0,24.1,2026-07-02T10:50:00+08:00,12.5,2026-07-02T04:19:00+08:00
大甲,C2F930,臺中市,大甲區,100.0,24.347667,120.640403,2026-07-02T10:00:00+08:00,多雲,31.2,79,1000.9,0.0,0.3,320.0,31.7,2026-07-02T10:53:00+08:00,26.0,2026-07-02T02:23:00+08:00
摩天嶺,C2F990,臺中市,和平區,1018.0,24.322458,120.936819,2026-07-02T10:00:00+08:00,晴,27.0,77,901.8,0.0,2.7,190.0,29.6,2026-07-02T10:31:00+08:00,22.2,2026-07-02T05:15:00+08:00
中竹林,C2F9A0,臺中市,太平區,425.0,24.103556,120.751061,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,29.2,2026-07-02T08:11:00+08:00,24.5,2026-07-02T05:33:00+08:00
烏石坑,C2FA00,臺中市,和平區,983.0,24.273503,120.947617,2026-07-02T10:00:00+08:00,晴,27.7,73,904.9,0.0,0.9,40.0,28.0,2026-07-02T08:54:00+08:00,20.6,2026-07-02T01:34:00+08:00
出雲,C2FB50,臺中市,和平區,1070.0,24.206469,120.902794,2026-07-02T10:00:00+08:00,晴,26.3,77,896.5,0.0,0.6,340.0,27.9,2026-07-02T09:05:00+08:00,20.1,2026-07-02T02:09:00+08:00
頭櫃山,C2FB60,臺中市,新社區,1117.0,24.129842,120.858925,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,26.3,2026-07-02T07:28:00+08:00,20.9,2026-07-02T03:47:00+08:00
鹿港,C2G640,彰化縣,鹿港鎮,17.0,24.075300,120.430481,2026-07-02T10:00:00+08:00,晴,32.8,68,1011.2,0.0,2.2,320.0,33.5,2026-07-02T10:43:00+08:00,26.5,2026-07-02T01:56:00+08:00
北斗,C2G840,彰化縣,北斗鎮,32.0,23.877586,120.514222,2026-07-02T10:00:00+08:00,晴,33.6,69,1007.9,0.0,0.4,270.0,34.1,2026-07-02T10:20:00+08:00,26.3,2026-07-02T03:07:00+08:00
芳苑,C2G870,彰化縣,芳苑鄉,12.0,23.922303,120.320025,2026-07-02T10:00:00+08:00,晴,31.5,76,1011.1,0.0,2.2,340.0,32.2,2026-07-02T10:51:00+08:00,27.5,2026-07-02T01:40:00+08:00
田頭村,C2G980,彰化縣,竹塘鄉,27.0,23.826300,120.444175,2026-07-02T10:00:00+08:00,晴,32.0,71,1008.9,0.0,1.8,280.0,33.0,2026-07-02T09:31:00+08:00,26.0,2026-07-02T03:31:00+08:00
畜試所彰化,C2G9A0,彰化縣,北斗鎮,51.0,23.860450,120.557964,2026-07-02T10:00:00+08:00,晴,32.0,69,1006.8,0.0,0.9,260.0,33.6,2026-07-02T10:26:00+08:00,26.1,2026-07-02T03:45:00+08:00
埔南,C2G9C0,彰化縣,埔鹽鄉,9.0,23.991240,120.469690,2026-07-02T10:00:00+08:00,晴,31.2,77,1010.6,0.0,2.4,300.0,32.0,2026-07-02T08:59:00+08:00,26.9,2026-07-02T02:49:00+08:00
移民庄,C2G9E0,彰化縣,二林鎮,8.0,23.978400,120.402830,2026-07-02T10:00:00+08:00,晴,30.9,77,1010.6,0.0,2.3,330.0,31.9,2026-07-02T10:52:00+08:00,27.4,2026-07-02T02:02:00+08:00
中寮,C2H950,南投縣,中寮鄉,192.0,23.884447,120.766406,2026-07-02T10:00:00+08:00,晴,31.6,69,990.1,0.0,0.6,270.0,31.8,2026-07-02T10:52:00+08:00,24.8,2026-07-02T05:20:00+08:00
三隻寮,C2H9D0,南投縣,國姓鄉,741.0,24.093078,120.861578,2026-07-02T10:00:00+08:00,晴,31.2,68,930.7,0.0,0.4,270.0,31.8,2026-07-02T10:27:00+08:00,23.0,2026-07-02T04:13:00+08:00
國姓南港,C2H9E0,南投縣,國姓鄉,1166.0,23.911108,120.846556,2026-07-02T10:00:00+08:00,晴,23.9,89,886.7,0.0,2.0,230.0,25.4,2026-07-02T08:22:00+08:00,20.2,2026-07-02T01:29:00+08:00
柑林,C2H9F0,南投縣,國姓鄉,281.0,24.018658,120.847072,2026-07-02T10:00:00+08:00,晴,32.1,64,979.7,0.0,1.5,200.0,32.8,2026-07-02T10:12:00+08:00,24.2,2026-07-02T04:45:00+08:00
百勝,C2H9G0,南投縣,國姓鄉,502.0,24.051142,120.909361,2026-07-02T10:00:00+08:00,晴,31.6,66,957.0,0.0,1.0,290.0,32.1,2026-07-02T10:33:00+08:00,23.5,2026-07-02T05:40:00+08:00
苗改南投蜂場,C2H9H0,南投縣,名間鄉,158.0,23.852589,120.693481,2026-07-02T10:00:00+08:00,晴,32.2,67,993.9,0.0,1.0,130.0,32.4,2026-07-02T10:27:00+08:00,24.5,2026-07-02T04:50:00+08:00
中台,C2H9J0,南投縣,埔里鎮,545.0,23.999600,120.938739,2026-07-02T10:00:00+08:00,晴,30.7,67,953.0,0.0,1.8,270.0,33.2,2026-07-02T10:35:00+08:00,22.8,2026-07-02T05:13:00+08:00
屯原,C2H9K0,南投縣,仁愛鄉,2047.0,24.067969,121.209389,2026-07-02T10:00:00+08:00,晴,21.6,65,802.0,0.0,2.5,230.0,23.9,2026-07-02T08:28:00+08:00,16.9,2026-07-02T01:12:00+08:00
馬烈霸,C2H9L0,南投縣,仁愛鄉,1999.0,24.151200,121.201772,2026-07-02T10:00:00+08:00,晴,23.5,58,806.1,0.0,0.9,210.0,24.5,2026-07-02T08:24:00+08:00,16.0,2026-07-02T03:11:00+08:00
發祥,C2H9M0,南投縣,仁愛鄉,1255.0,24.154094,121.164517,2026-07-02T10:00:00+08:00,晴,26.6,57,877.5,0.0,2.2,100.0,27.7,2026-07-02T10:42:00+08:00,18.1,2026-07-02T06:15:00+08:00
仁愛東眼,C2H9N0,南投縣,仁愛鄉,1439.0,24.026875,121.120500,2026-07-02T10:00:00+08:00,晴,25.2,71,860.6,0.0,4.5,230.0,27.3,2026-07-02T08:58:00+08:00,18.0,2026-07-02T05:10:00+08:00
伊拿谷,C2H9P0,南投縣,仁愛鄉,913.0,23.963211,121.088264,2026-07-02T10:00:00+08:00,晴,29.4,59,913.2,0.0,1.8,220.0,31.1,2026-07-02T10:53:00+08:00,18.9,2026-07-02T05:38:00+08:00
北東眼山,C2H9Q0,南投縣,仁愛鄉,2032.0,24.120939,121.189303,2026-07-02T10:00:00+08:00,晴,24.4,58,802.7,0.0,1.1,330.0,25.3,2026-07-02T10:51:00+08:00,15.4,2026-07-02T00:40:00+08:00
卓社,C2H9R0,南投縣,仁愛鄉,1301.0,23.887894,121.000086,2026-07-02T10:00:00+08:00,晴,25.2,78,873.4,0.0,1.8,340.0,26.8,2026-07-02T10:42:00+08:00,20.7,2026-07-02T04:55:00+08:00
龍南,C2H9S0,南投縣,國姓鄉,1000.0,23.953536,120.833183,2026-07-02T10:00:00+08:00,晴,27.4,75,904.3,0.0,1.5,250.0,28.9,2026-07-02T09:22:00+08:00,21.4,2026-07-02T05:17:00+08:00
名間竹圍,C2H9T0,南投縣,名間鄉,317.0,23.859914,120.637572,2026-07-02T10:00:00+08:00,晴,30.7,71,977.5,0.0,1.8,250.0,31.2,2026-07-02T10:20:00+08:00,24.1,2026-07-02T03:29:00+08:00
鳳鵬,C2H9U0,南投縣,鹿谷鄉,343.0,23.763919,120.788061,2026-07-02T10:00:00+08:00,晴,33.3,64,973.3,0.0,1.5,20.0,33.8,2026-07-02T09:27:00+08:00,23.1,2026-07-02T05:11:00+08:00
大坪頂農水,C2H9W0,南投縣,埔里鎮,724.0,24.043122,120.932781,2026-07-02T10:00:00+08:00,晴,29.2,71,932.9,0.0,1.7,310.0,29.5,2026-07-02T09:08:00+08:00,22.1,2026-07-02T05:43:00+08:00
福盛,C2H9X0,南投縣,中寮鄉,706.0,23.893530,120.840770,2026-07-02T10:00:00+08:00,晴,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99
松茗,C2H9Y0,南投縣,名間鄉,415.0,23.816700,120.650765,2026-07-02T10:00:00+08:00,晴,30.2,77,965.9,0.0,1.4,280.0,30.6,2026-07-02T10:10:00+08:00,24.3,2026-07-02T04:30:00+08:00
鳳凰,C2I090,南投縣,鹿谷鄉,910.0,23.728081,120.787347,2026-07-02T10:00:00+08:00,晴,25.8,87,914.9,0.0,0.6,10.0,27.1,2026-07-02T07:24:00+08:00,21.9,2026-07-02T04:52:00+08:00
蘆竹湳,C2I210,南投縣,中寮鄉,559.0,23.933980,120.812090,2026-07-02T10:00:00+08:00,晴,29.6,68,949.9,0.0,1.0,340.0,29.7,2026-07-02T09:57:00+08:00,23.4,2026-07-02T04:51:00+08:00
外大坪,C2I240,南投縣,埔里鎮,725.0,23.958700,120.917880,2026-07-02T10:00:00+08:00,晴,28.7,76,933.5,0.0,2.4,310.0,29.8,2026-07-02T09:24:00+08:00,22.5,2026-07-02T05:34:00+08:00
北坑,C2I260,南投縣,埔里鎮,601.0,23.924630,121.006830,2026-07-02T10:00:00+08:00,晴,31.0,60,947.9,0.0,1.7,310.0,31.9,2026-07-02T10:52:00+08:00,21.0,2026-07-02T05:38:00+08:00
草嶺,C2K240,雲林縣,古坑鄉,1132.0,23.595550,120.693461,2026-07-02T10:00:00+08:00,晴,25.0,89,890.3,0.0,2.7,320.0,26.0,2026-07-02T09:29:00+08:00,20.3,2026-07-02T05:20:00+08:00
崙背,C2K250,雲林縣,崙背鄉,8.0,23.755530,120.318930,2026-07-02T10:00:00+08:00,晴,31.1,78,1010.4,0.0,1.9,290.0,32.6,2026-07-02T08:47:00+08:00,26.2,2026-07-02T03:29:00+08:00
四湖,C2K280,雲林縣,四湖鄉,3.0,23.630400,120.227170,2026-07-02T10:00:00+08:00,晴,32.6,71,1011.7,0.0,1.0,300.0,33.5,2026-07-02T10:33:00+08:00,26.7,2026-07-02T02:36:00+08:00
崙內,C2K290,雲林縣,土庫鎮,14.0,23.695250,120.356010,2026-07-02T10:00:00+08:00,晴,32.6,68,1009.9,0.0,2.3,260.0,33.2,2026-07-02T10:17:00+08:00,26.7,2026-07-02T02:43:00+08:00
鹿南,C2K301,雲林縣,元長鄉,14.0,23.643341,120.368300,2026-07-02T10:00:00+08:00,多雲,31.7,72,1010.3,0.0,1.8,240.0,33.1,2026-07-02T10:50:00+08:00,27.1,2026-07-02T02:00:00+08:00
港尾布雞,C2K310,雲林縣,崙背鄉,34.0,23.748340,120.384390,2026-07-02T10:00:00+08:00,晴,31.8,73,1009.5,0.0,1.5,210.0,32.4,2026-07-02T10:09:00+08:00,26.4,2026-07-02T02:45:00+08:00
草嶺石壁,C2K610,雲林縣,古坑鄉,1143.0,23.602469,120.707731,2026-07-02T10:00:00+08:00,晴,26.4,77,889.2,0.0,1.3,150.0,26.4,2026-07-02T09:34:00+08:00,19.9,2026-07-02T04:56:00+08:00
馬光農場,C2K620,雲林縣,虎尾鎮,24.0,23.721453,120.378864,2026-07-02T10:00:00+08:00,晴,33.9,66,1009.3,0.0,1.3,270.0,34.6,2026-07-02T10:11:00+08:00,26.2,2026-07-02T03:12:00+08:00
荷苞,C2K630,雲林縣,古坑鄉,173.0,23.657717,120.595144,2026-07-02T10:00:00+08:00,多雲,31.6,71,993.9,0.0,1.0,210.0,32.0,2026-07-02T09:31:00+08:00,24.8,2026-07-02T02:12:00+08:00
馬頭山,C2M410,嘉義縣,大埔鄉,245.0,23.324361,120.582017,2026-07-02T10:00:00+08:00,多雲,31.4,71,980.2,0.0,0.4,200.0,33.5,2026-07-02T10:49:00+08:00,23.8,2026-07-02T05:24:00+08:00
奮起湖,C2M530,嘉義縣,竹崎鄉,1385.0,23.493903,120.699253,2026-07-02T10:00:00+08:00,晴,22.1,95,870.1,0.0,0.6,210.0,24.1,2026-07-02T09:22:00+08:00,18.1,2026-07-02T04:56:00+08:00
瑞里,C2M620,嘉義縣,梅山鄉,1252.0,23.545133,120.675197,2026-07-02T10:00:00+08:00,多雲,23.8,89,878.7,0.0,2.2,300.0,25.1,2026-07-02T06:42:00+08:00,20.5,2026-07-02T05:29:00+08:00
里佳,C2M810,嘉義縣,阿里山鄉,1354.0,23.389125,120.716647,2026-07-02T10:00:00+08:00,晴,23.6,87,867.8,0.0,1.5,300.0,24.9,2026-07-02T07:56:00+08:00,19.8,2026-07-02T04:36:00+08:00
嘉義大學,C2M910,嘉義市,東區,68.0,23.471325,120.485903,2026-07-02T10:00:00+08:00,多雲,33.2,68,1004.4,0.0,0.9,180.0,34.2,2026-07-02T10:41:00+08:00,26.1,2026-07-02T02:43:00+08:00
朴子農改,C2M920,嘉義縣,朴子市,7.0,23.469889,120.259383,2026-07-02T10:00:00+08:00,晴,31.4,71,1010.8,0.0,1.2,270.0,32.4,2026-07-02T09:16:00+08:00,26.8,2026-07-02T02:38:00+08:00
石卓,C2M930,嘉義縣,竹崎鄉,1548.0,23.478744,120.702264,2026-07-02T10:00:00+08:00,晴,21.3,92,850.3,0.0,1.2,310.0,22.7,2026-07-02T08:30:00+08:00,18.9,2026-07-02T04:46:00+08:00
日野賀,C2M940,嘉義縣,阿里山鄉,1112.0,23.434056,120.727169,2026-07-02T10:00:00+08:00,晴,26.8,70,893.3,0.0,2.2,100.0,28.4,2026-07-02T08:04:00+08:00,18.4,2026-07-02T05:31:00+08:00
太和,C2M950,嘉義縣,梅山鄉,1367.0,23.538372,120.702961,2026-07-02T10:00:00+08:00,晴,22.6,90,868.7,0.0,2.1,70.0,26.0,2026-07-02T08:09:00+08:00,20.7,2026-07-02T05:37:00+08:00
外寮,C2M960,嘉義縣,梅山鄉,1126.0,23.562643,120.665688,2026-07-02T10:00:00+08:00,多雲,24.8,90,891.3,0.0,0.9,300.0,26.9,2026-07-02T08:00:00+08:00,21.1,2026-07-02T05:23:00+08:00
碧湖,C2M970,嘉義縣,梅山鄉,1019.0,23.568632,120.624165,2026-07-02T10:00:00+08:00,多雲,24.3,86,901.1,0.0,1.9,210.0,27.1,2026-07-02T08:39:00+08:00,22.0,2026-07-02T02:53:00+08:00
安和,C2M980,嘉義縣,新港鄉,42.0,23.513770,120.315930,2026-07-02T10:00:00+08:00,多雲,31.7,69,1009.3,0.0,1.3,250.0,33.0,2026-07-02T10:53:00+08:00,27.2,2026-07-02T02:52:00+08:00
大巃頂,C2M990,嘉義縣,梅山鄉,1018.0,23.554700,120.614390,2026-07-02T10:00:00+08:00,多雲,23.6,93,902.0,0.0,1.8,240.0,26.4,2026-07-02T10:49:00+08:00,21.8,2026-07-02T05:36:00+08:00
大華,C2M9A0,嘉義縣,竹崎鄉,987.0,23.482400,120.674910,2026-07-02T10:00:00+08:00,晴,24.9,86,903.8,0.0,0.7,140.0,27.3,2026-07-02T08:00:00+08:00,21.2,2026-07-02T04:52:00+08:00
西興,C2M9B0,嘉義縣,大埔鄉,454.0,23.242800,120.576170,2026-07-02T10:00:00+08:00,晴,29.5,73,961.2,0.0,0.6,130.0,30.4,2026-07-02T09:31:00+08:00,23.1,2026-07-02T04:57:00+08:00
紫雲,C2M9C0,嘉義縣,竹崎鄉,104.0,23.494914,120.540253,2026-07-02T10:00:00+08:00,多雲,31.2,76,1000.6,0.0,0.8,280.0,32.8,2026-07-02T10:52:00+08:00,25.1,2026-07-02T03:34:00+08:00
何竹子腳,C2M9D0,嘉義縣,民雄鄉,20.0,23.536410,120.382030,2026-07-02T10:00:00+08:00,多雲,32.3,69,1009.9,0.0,2.3,250.0,33.9,2026-07-02T10:33:00+08:00,26.6,2026-07-02T02:55:00+08:00
旺來山,C2M9E0,嘉義縣,民雄鄉,125.0,23.555153,120.486463,2026-07-02T10:00:00+08:00,多雲,31.5,70,997.7,-99,1.9,260.0,32.5,2026-07-02T10:51:00+08:00,26.1,2026-07-02T05:30:00+08:00
安溪寮,C2M9F0,嘉義縣,義竹鄉,54.0,23.350334,120.208039,2026-07-02T10:00:00+08:00,晴,31.2,76,1011.6,0.0,1.7,280.0,32.3,2026-07-02T10:22:00+08:00,27.5,2026-07-02T02:50:00+08:00
沄水,C2M9G0,嘉義縣,中埔鄉,178.0,23.382930,120.526660,2026-07-02T10:00:00+08:00,多雲,30.3,80,992.9,0.0,0.9,320.0,30.5,2026-07-02T09:02:00+08:00,24.8,2026-07-02T04:34:00+08:00
西拉雅風管處,C2N160,臺南市,官田區,43.0,23.189481,120.335297,2026-07-02T10:00:00+08:00,多雲,32.9,65,1007.9,0.0,0.8,270.0,33.2,2026-07-02T09:57:00+08:00,26.0,2026-07-02T04:58:00+08:00
茅港尾,C2N170,臺南市,下營區,69.0,23.206100,120.262400,2026-07-02T10:00:00+08:00,多雲,31.7,71,1011.0,0.0,1.6,300.0,32.8,2026-07-02T10:50:00+08:00,26.4,2026-07-02T03:25:00+08:00
鹿陶洋,C2N180,臺南市,楠西區,85.0,23.143250,120.483520,2026-07-02T10:00:00+08:00,晴,32.6,63,1002.5,0.0,1.1,250.0,34.6,2026-07-02T10:37:00+08:00,24.5,2026-07-02T04:47:00+08:00
烏樹,C2N190,臺南市,後壁區,22.0,23.323930,120.369890,2026-07-02T10:00:00+08:00,多雲,-99,-99,-99,-99,-99,-99,32.4,2026-07-02T09:37:00+08:00,25.5,2026-07-02T04:21:00+08:00
